#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    129       129       9       1642.18        370.94       1470.75      0.03273     -4.10231     0.9800     0.9980     0.9800
    129       129      10       1701.45        370.94       1394.77      0.13285     -3.74823     0.9300     0.9900     0.9300
    129       129      11       1733.35        370.94       1351.70      0.16949     -3.58183     0.9580     0.9960     0.9580
    129       129      12       1761.09        370.94       1314.59      0.46978     -3.43150     0.8380     0.9940     0.8380
    129       129      13       1751.78        370.94       1258.89      0.52009     -3.11567     0.8720     0.9940     0.8720
    130       130       3        355.90         97.57       1037.66      1.72086      0.37826     0.0540     0.5160     0.0540
    130       130       4        374.70         97.57       1018.09      1.77971      0.48669     0.0800     0.5420     0.0800
    130       130       5        372.86         97.57        930.14      1.85861      0.87311     0.0780     0.4040     0.0780
    130       130       6        337.35         97.57       1242.07      1.36695     -0.38186     0.2360     0.6560     0.2360
    130       130       7        332.51         97.57       1357.80      0.90483     -0.92078     0.4940     0.7760     0.4940
    130       130       8        361.24         97.57       1264.54      0.86839     -0.53069     0.5100     0.7160     0.5100
    130       130       9        355.23         97.57       1238.31      0.62970     -0.42640     0.6520     0.6720     0.6520
    130       130      10        346.46         97.57       1226.15      0.97782     -0.38200     0.5120     0.6740     0.5120
    130       130      11        368.92         97.57       1294.42      0.56027     -0.75895     0.7080     0.7440     0.7080
    130       130      12        346.99         97.57       1234.81      0.62082     -0.45794     0.7080     0.6320     0.6320
    130       130      13        345.48         97.57       1223.86      0.91364     -0.41067     0.5640     0.6700     0.5640
    131       131       3        604.66         96.19        357.39      1.71324      2.56239     0.0540     0.1080     0.0540
    131       131       4        606.20         96.19        557.52      1.81291      2.03582     0.0540     0.1640     0.0540
    131       131       5        638.24         96.19        922.53      1.48360      0.66776     0.1760     0.4360     0.1760
    131       131       6        661.51         96.19        999.31      1.22377      0.27320     0.3340     0.4960     0.3340
    131       131       7        681.45         96.19        919.21      1.44429      0.67795     0.2140     0.3620     0.2140
    131       131       8        702.23         96.19        873.34      1.39066      0.94711     0.2780     0.3260     0.2780
    131       131       9        695.37         96.19        869.65      1.75459      1.01056     0.2080     0.2960     0.2080
    131       131      10        673.17         96.19        820.00      1.85247      1.32881     0.1740     0.2100     0.1740
    131       131      11        642.06         96.19        830.17      2.16950      1.42072     0.1320     0.1600     0.1320
    131       131      12        609.35         96.19        795.11      2.34357      1.67547     0.0940     0.1260     0.0940
    131       131      13        597.29         96.19        835.42      2.75556      1.48623     0.0460     0.1660     0.0460
    132       132       3         57.98        150.64        993.82      0.21549      0.63010     0.8080     0.5060     0.5060
    132       132       4         69.93        150.64        854.28      0.08566      1.18465     0.9260     0.3300     0.3300
    132       132       5         66.85        150.64        982.10      0.57895      0.79268     0.5900     0.4020     0.4020
    132       132       6         69.32        150.64        907.70      0.82603      1.15029     0.4740     0.2980     0.2980
    132       132       7         82.24        150.64        873.41      1.12256      1.36608     0.3640     0.2180     0.2180
    132       132       8        105.25        150.64        881.75      0.93930      1.39888     0.4660     0.1640     0.1640
    132       132       9        104.63        150.64        855.97      0.82428      1.58596     0.5680     0.1320     0.1320
    132       132      10        112.59        150.64        911.12      0.53749      1.37907     0.6920     0.1800     0.1800
    132       132      11        129.94        150.64        920.96      0.82236      1.38088     0.5660     0.1940     0.1940
    132       132      12        146.39        150.64       1000.99      0.47517      1.00355     0.7300     0.2580     0.2580
    132       132      13        155.70        150.64        958.76      0.47471      1.26790     0.7700     0.1960     0.1960
    133       133       3       2056.35        473.03        507.10      0.60271      1.38562     0.5560     0.3400     0.3400
    133       133       4       2192.67        473.03        495.99      1.05667      1.58010     0.3700     0.2400     0.2400
    133       133       5       2030.62        473.03        461.80      1.42624      1.90356     0.2640     0.1440     0.1440
    133       133       6       1868.24        473.03        468.77      1.73337      2.18374     0.1840     0.0920     0.0920
    133       133       7       1781.95        473.03        486.72      1.65527      2.20410     0.2540     0.0880     0.0880
    133       133       8       1837.16        473.03        454.17      1.72998      2.52449     0.2700     0.0380     0.0380
    133       133       9       1961.17        473.03        444.92      2.14290      2.48927     0.1360     0.0460     0.0460
    133       133      10       1997.79        473.03        420.71      2.23682      2.77237     0.1780     0.0260     0.0260
    133       133      11       1981.42        473.03        409.76      2.24813      2.96195     0.1640     0.0120     0.0120
    133       133      12       1893.71        473.03        477.07      2.68992      2.52974     0.0900     0.0380     0.0380
    133       133      13       1822.44        473.03        608.35      3.07591      1.86958     0.0360     0.0920     0.0360
